INSTANCE_NAME,IP,MACHINE_TYPE,CPU,MEMORY,DISK,STATUS,PROJECT,ENV,ENGAGEMENT,COST_CENTER,Running_hours
offerstore-jiogames-appserver-1,10.7.1.8,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-jiogames-appserver-2,10.7.1.9,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-jiogames-redis,10.7.4.3,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-regularcoupon-dev,10.2.3.204,e2-custom-2-4096,2,4.0 GB,60 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
oreo-mongo,10.3.1.19,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jioengage,prod,oreo,brand-prod,720
oreo-mongo-2,10.3.1.20,n2-standard-8,8,32.0 GB,150 GB,TERMINATED,jioengage,prod,oreo,brand-prod,720
playalong-demo-1,10.2.3.207,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,jcpa,brand-dev,308
playalong-dev,10.2.3.33,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,jcpa,brand-dev,308
playnwin-1-admin-1,10.3.2.6,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-admin-2,10.3.2.7,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-admin-3,10.3.2.9,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-2,10.3.16.16,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-5,10.3.16.19,e2-medium,2,4.0 GB,100 GB,TERMINATED,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-6,10.3.16.20,e2-medium,2,4.0 GB,100 GB,TERMINATED,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver1,10.3.16.4,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-rabbitmq,10.3.3.5,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-1,10.3.4.3,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-2,10.3.2.8,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-3,10.3.4.4,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-2-admin-1,10.3.2.10,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-admin-2,10.3.2.11,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-admin-3,10.3.2.12,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-appserver-1,10.3.16.5,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-appserver-2,10.3.16.13,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-rabbitmq,10.3.3.6,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-redis-1,10.3.4.5,n2-highmem-2,2,16.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-redis-2,10.3.4.6,n2-standard-2,2,8.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-redis-3,10.3.4.7,n2-standard-2,2,8.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-3-admin-1,10.3.2.13,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-admin-2,10.3.2.14,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-admin-3,10.3.2.15,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-appserver-1,10.3.16.6,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-appserver-2,10.3.16.178,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-rabbitmq,10.3.3.7,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-redis-1,10.3.4.8,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-redis-2,10.3.4.9,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-3-redis-3,10.3.4.10,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-3,bigticket-prod,720
playnwin-4-admin-3,10.3.2.36,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
playnwin-4-appserver-1,10.3.16.183,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
playnwin-4-appserver-2,10.3.16.184,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jcn,prod,playnwin-4,jcn-prod,720
playnwin-4-rabbitmq,10.3.3.14,e2-highmem-2,2,16.0 GB,30 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
playnwin-4-redis-3,10.3.4.24,n2-custom-4-8192,4,8.0 GB,30 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
playnwin-5-admin-1,10.3.2.52,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-admin-2,10.3.2.53,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-admin-3,10.3.2.54,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-appserver-1,10.3.17.186,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-appserver-2,10.3.17.187,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-rabbitmq,10.3.3.23,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-redis-1,10.3.4.35,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-redis-2,10.3.4.36,n2-highcpu-2,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-5-redis-3,10.3.4.37,n2-standard-2,2,8.0 GB,30 GB,TERMINATED,jioengage,prod,playnwin-5,bigticket-prod,720
playnwin-6-admin-1,10.3.2.58,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-admin-2,10.3.2.59,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-appserver-1,10.3.17.204,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-appserver-2,10.3.17.205,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-job-1,10.3.6.2,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-rabbitmq,10.3.3.24,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-redis-1,10.3.4.38,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
playnwin-6-redis-2,10.3.4.39,n2-standard-2,2,8.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-6,bigticket-prod,720
poc-instance-group-20220825-6plh,10.3.17.133,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,watchparty,,720
poc-instance-group-20220825-rq64,10.3.17.62,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,watchparty,,720
profile-admin,10.3.2.2,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-1,10.3.16.2,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-10,10.3.17.36,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-11,10.3.17.37,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-12,10.3.17.38,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-13,10.3.17.39,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-14,10.3.17.40,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-15,10.3.17.41,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-16,10.3.17.42,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-17,10.3.17.43,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-18,10.3.17.44,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-19,10.3.17.45,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-2,10.3.17.28,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-20,10.3.17.46,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-21,10.3.17.199,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-22,10.3.17.200,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-23,10.3.17.201,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-24,10.3.17.202,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-25,10.3.17.203,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-3,10.3.17.29,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-4,10.3.17.30,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-5,10.3.17.31,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-6,10.3.17.32,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-7,10.3.17.33,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-8,10.3.17.34,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-api-9,10.3.17.35,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-mongo-1,10.3.1.2,n2-highmem-16,16,128.0 GB,300 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-mongo-2,10.3.1.3,n2-highmem-16,16,128.0 GB,200 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
profile-rabbitmq,10.3.3.2,n2-standard-2,2,8.0 GB,30 GB,RUNNING,jioengage,prod,profile,bigticket-prod,720
regularcoupon-prod-mongo-master,10.3.1.35,n2-highmem-8,8,64.0 GB,300 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
regularcoupon-prod-mongo-replica,10.3.1.36,n2-highmem-8,8,64.0 GB,300 GB,RUNNING,jcn,prod,playnwin-4,jcn-prod,720
siem-autoscale,10.2.3.83,e2-medium,2,4.0 GB,30 GB,TERMINATED,jioengage,dev,devops,devops,308
siem-autoscale-instance-group-d72w,10.2.3.23,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,dev,devops,devops,308
ss-prod-admin,10.3.2.30,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-1,10.3.16.30,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-10,10.3.16.177,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-2,10.3.16.31,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-3,10.3.16.170,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-4,10.3.16.171,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-5,10.3.16.172,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-6,10.3.16.173,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-7,10.3.16.174,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-8,10.3.16.175,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-app-9,10.3.16.176,e2-standard-8,8,32.0 GB,50 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-mongo-master,10.3.1.9,e2-medium,2,4.0 GB,150 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-mongo-slave,10.3.1.10,e2-medium,2,4.0 GB,150 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
ss-prod-rabbitmq,10.3.3.12,e2-medium,2,4.0 GB,30 GB,TERMINATED,jioengage,prod,super-sqad,bigticket-prod,720
stb-admin,10.3.2.32,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,stb,bigticket-prod,720
stb-ha-1,10.3.9.41,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,stb,bigticket-prod,720
stb-mongo,10.3.1.14,e2-standard-2,2,8.0 GB,50 GB,TERMINATED,jioengage,prod,stb,bigticket-prod,720
stb-qa,10.2.3.19,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,stb,bigticket-dev,308
stb-sc-app1,10.3.16.179,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,stb,bigticket-prod,720
stb-sc-app2,10.3.16.180,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,stb,bigticket-prod,720
stb-stage,10.2.3.26,e2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,dev,stb,bigticket-dev,308
tambola-admin,10.3.2.25,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-folic-dev-2,10.2.3.75,e2-medium,2,4.0 GB,40 GB,RUNNING,jioengage,dev,diy,bigticket-dev,308
tambola-frolic-admin-1,10.3.2.226,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-api,10.3.16.153,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-api-2,10.3.16.150,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-api-3,10.3.16.151,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-api-4,10.3.16.152,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-ha1,10.3.8.25,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-ha2,10.3.8.24,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-mongo-master-1,10.3.1.52,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-mongo-replica-1,10.3.1.51,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-rabbitmq-1,10.3.3.29,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-redis-1,10.3.4.42,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,,brand-prod,720
tambola-ha,10.3.8.3,e2-micro,2,1.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-2,10.3.9.47,e2-micro,2,1.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-3,10.3.9.48,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-4,10.3.9.49,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-5,10.3.9.50,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-mongo,10.3.1.8,e2-standard-4,4,16.0 GB,150 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc,10.3.16.9,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-10,10.3.16.206,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-2,10.3.16.198,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-3,10.3.16.199,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-4,10.3.16.200,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-5,10.3.16.201,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-6,10.3.16.202,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-7,10.3.16.203,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
